,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,198031.0,245840.0,0,0.8055279856817442
1,A2,124888.0,140369.0,1,0.8897121159230315
2,A3,284543.0,324819.0,2,0.8760047903601699
3,A4,174326.0,190800.0,3,0.9136582809224318
4,A5,201666.0,226443.0,4,0.8905817358010625
5,A6,172274.0,189905.0,5,0.9071588425791843
6,A7,153961.0,174595.0,6,0.8818179214754145
7,A8,173437.0,206651.0,7,0.8392749127756459
8,A9,162173.0,190567.0,8,0.8510025345416573
9,A10,163610.0,193963.0,9,0.8435113913478344
10,A11,90201.0,87000.0,10,1.0367931034482758
11,A12,95547.0,87600.0,11,1.0907191780821919
12,B1,138663.0,146102.0,12,0.9490835169949761
13,B2,116834.0,119216.0,13,0.980019460475104
14,B3,92999.0,87291.0,14,1.0653904755358514
15,B4,100007.0,99508.0,15,1.005014672187161
16,B5,105034.0,107470.0,16,0.9773332092677026
17,B6,159214.0,187365.0,17,0.8497531556053692
18,B7,120642.0,132266.0,18,0.9121164925226438
19,B8,100924.0,97040.0,19,1.0400247320692497
20,B9,107809.0,103903.0,20,1.0375927547809014
21,B10,156523.0,167401.0,21,0.935018309329096
22,B11,109345.0,112286.0,22,0.9738079546871382
23,B12,122112.0,134552.0,23,0.9075450383494857
24,C1,200310.0,219913.0,24,0.9108602038078695
25,C2,173543.0,194863.0,25,0.8905897989869807
26,C3,158591.0,170207.0,26,0.9317536881561863
27,C4,107611.0,110333.0,27,0.9753292306019051
28,C5,95241.0,98101.0,28,0.9708463726159774
29,C6,189845.0,207649.0,29,0.9142591584837876
30,C7,90582.0,85065.0,30,1.064856286369247
31,C8,107915.0,132147.0,31,0.8166284516485429
32,C9,95341.0,102091.0,32,0.9338825165783468
33,C10,179511.0,215568.0,33,0.8327349142729904
34,C11,184910.0,207400.0,34,0.8915621986499518
35,C12,127077.0,134401.0,35,0.9455063578395994
36,D1,121722.0,140175.0,36,0.8683574103798823
37,D2,35028.0,47743.0,37,0.7336782355528559
38,D3,34244.0,43517.0,38,0.7869108624215824
39,D4,246238.0,315514.0,39,0.7804344656655489
40,D5,168061.0,200683.0,40,0.8374451248984717
41,D6,252631.0,325095.0,41,0.7770990018302343
42,D7,35409.0,42598.0,42,0.8312362082726888
43,D8,23467.0,31461.0,43,0.7459076316709576
