,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,G1,80203.0,90184.0,72,0.8893262663000089
1,G2,85792.0,99569.0,73,0.8616336409926785
2,G3,50409.0,62941.0,74,0.8008928996997188
3,G4,33335.0,42084.0,75,0.7921062636631498
4,G5,131201.0,143634.0,76,0.9134397148307504
5,G6,44840.0,50166.0,77,0.8938324761790855
6,G7,20448.0,23666.0,78,0.8640243387137666
7,G8,17317.0,18295.0,79,0.9465427712489751
8,G9,59507.0,63310.0,80,0.9399305007107882
9,G10,19317.0,18550.0,81,1.0413477088948786
10,G11,89667.0,92446.0,82,0.9699392077537157
11,G12,162746.0,190315.0,83,0.8551401623623992
12,H1,12827.0,13044.0,84,0.9833639987733824
13,H2,60634.0,65106.0,85,0.9313120142536786
